     0.00200000 	      8.99634361
     0.00400000 	      8.99377537
     0.00600000 	      8.98950005
     0.00800000 	      8.98352051
     0.01000000 	      8.97584629
     0.01200000 	      8.96648693
     0.01400000 	      8.95545387
     0.01600000 	      8.94276237
     0.01800000 	      8.92842674
     0.02000000 	      8.91246605
     0.02200000 	      8.89490223
     0.02400000 	      8.87575436
     0.02600000 	      8.85504532
     0.02800000 	      8.83280468
     0.03000000 	      8.80905628
     0.03200000 	      8.78382969
     0.03400000 	      8.75715542
     0.03600000 	      8.72906494
     0.03800000 	      8.69959164
     0.04000000 	      8.66876888
     0.04200000 	      8.63663197
     0.04400000 	      8.60321808
     0.04600000 	      8.56856441
     0.04800000 	      8.53271008
     0.05000000 	      8.49569130
     0.05200000 	      8.45755005
     0.05400001 	      8.41832638
     0.05600001 	      8.37805939
     0.05800001 	      8.33679104
     0.06000001 	      8.29456234
     0.06200001 	      8.25141430
     0.06400000 	      8.20738983
     0.06600000 	      8.16252804
     0.06800000 	      8.11687183
     0.06999999 	      8.07046127
     0.07199999 	      8.02333927
     0.07399999 	      7.97554398
     0.07599998 	      7.92711735
     0.07799998 	      7.87809658
     0.07999998 	      7.82852364
     0.08199997 	      7.77843475
     0.08399997 	      7.72786999
     0.08599997 	      7.67686462
     0.08799996 	      7.62545490
     0.08999996 	      7.57367706
     0.09199996 	      7.52156639
     0.09399995 	      7.46915436
     0.09599995 	      7.41647625
     0.09799995 	      7.36356354
     0.09999994 	      7.31044674
     0.10199994 	      7.25715637
     0.10399994 	      7.20372009
     0.10599993 	      7.15016747
     0.10799993 	      7.09652519
     0.10999992 	      7.04281902
     0.11199992 	      6.98907375
     0.11399992 	      6.93531418
     0.11599991 	      6.88156319
     0.11799991 	      6.82784271
     0.11999991 	      6.77417469
     0.12199990 	      6.72057724
     0.12399990 	      6.66707134
     0.12599990 	      6.61367416
     0.12799990 	      6.56040478
     0.12999991 	      6.50727844
     0.13199991 	      6.45431137
     0.13399991 	      6.40151787
     0.13599992 	      6.34891224
     0.13799992 	      6.29650879
     0.13999993 	      6.24432087
     0.14199993 	      6.19235802
     0.14399993 	      6.14063168
     0.14599994 	      6.08915424
     0.14799994 	      6.03793430
     0.14999995 	      5.98698235
     0.15199995 	      5.93630600
     0.15399995 	      5.88591385
     0.15599996 	      5.83581448
     0.15799996 	      5.78601456
     0.15999997 	      5.73651981
     0.16199997 	      5.68733883
     0.16399997 	      5.63847542
     0.16599998 	      5.58993721
     0.16799998 	      5.54172707
     0.16999999 	      5.49385262
     0.17199999 	      5.44631577
     0.17399999 	      5.39912224
     0.17600000 	      5.35227585
     0.17800000 	      5.30577946
     0.18000001 	      5.25963783
     0.18200001 	      5.21385288
     0.18400002 	      5.16842842
